0.2, 0.3, 0
0.6, -1.062, 0
1.2, -8.991, 0
2, -31.335, 0
3, -78.885, 0
4.2, -165.375, 0
5.6, -307.482, 0
7.2, -524.826, 0
9, -839.97, 0
9.43995, -1277.34, 0
9.92389, -1866.36, 0
10.4518, -2638.41, 0
11.0238, -3627.84, 0
11.6397, -4871.92, 0
12.2996, -6410.88, 0
